SampleID	LUCAS_ID	Elevation	Erosion_risk	Slope	Aspect	Sample_month	Precipitation_in_sample_month	Temperature_in_sample_month	AvTemp2000_2018	AvPrec2000_2018	bas	Cmic	qO2	Water_content	BARCODE_ID	LC1_2018	LC_simpl_2018	LU1_2018	LU1_2015	Depth	Coarse_fragments	Clay	Sand	Silt	pH	Electrical_conductivity	Organic_carbon	Carbonates	P	N	K	Bulk_density	bioregions	Aridity_in_sample_month	Bioregions_chr	LC_num	C:N	Sample_season	Soil_depth	Mean_annual_temperature	Mean_diurnal_range	Isothermality	Temperature_seasonality	Max_temperature_of_warmest month	Min_temperature_of_coldest month	Temperature_annual_range	Mean_temperature_of_the_wettest_quarter	Mean_temperature_of_driest_quarter	Mean_temperature_of_warmest_quarter	Mean_temperature_of_coldest_quarter	Total_annual_precipitation	Precipitation_of_wettest_month	Precipitation_of_driest_month	Precipitation_seasonality	Precipitation_of_wettest_quarter	Precipitation_of_driest_quarter	Precipitation_of_warmest_quarter	Precipitation_of_coldest_quarter	Sample_date	SSM	SSMA	Project
Lucas0372	27461892	185.2051392	0.18626942	0	282.3529412	7	1.869292378	22.94358397	17.05282131	39.81931857	0.471997243	166.1334942	0.002841072	4.493087558	Lucas0372	WL_broadleaved	Woodland	U120	U120	0-20	8	10	71	19	5.74	5.85	12.9	1	2.1	1.1	52.6	1.275254702	9	0.033413883	mediterranean	2	11.72727273	Summer	1538	16.20000001	11.73333335	44.95529953	504.5024472	31.60000038	5.5	26.10000038	11.2166667	22.41666667	22.73333327	10.35000014	615	102	4	61.99584746	272	28	35	258	04.07.2018	2.029547215	-0.313214153	LUCAS
Lucas0373	48664836	220.1199951	0.000229677	0	0	7	60.45098495	18.31057739	1.735253072	42.87114957	1.188961449	226.3456218	0.005252858	20.2452957	Lucas0373	WL_coniferous	Woodland	U120	U120	0-20	44	4	72	24	4.26	5.18	32.7	0	8.9	1.4	66.6	0.791388184	7	1.178138856	continental	2	23.35714286	Summer	1636	0.404166681	8.891666884	24.76787328	972.955807	19.70000076	-16.20000076	35.90000153	11.10000006	-6.183333278	12.91666667	-11.20000013	670	81	36	26.57715872	224	119	211	135	04.07.2018	11.92394543	-0.592047155	LUCAS
Lucas0375	29582266	1121.490234	0.491194785	7.252246865	187.7647059	7	31.51521301	19.09637356	10.01612633	49.71074998	3.043270326	554.7573066	0.005485769	26.73118638	Lucas0375	D20	Shrubland	U420	U420	0-20	44	12	37	51	4.77	4.55	51.2	63.28125023	2.8	3.4	73.1	0.917644514	9	0.604940629	mediterranean	Shrubland	15.05882353	Summer	1588	9.737499936	10.25833308	37.99382672	593.7252344	25.39999962	-1.600000024	26.99999964	3.849999961	17.44999981	17.44999981	3.049999899	960	132	29	42.49366347	364	110	110	345	03.07.2018	7.42891407	1.004640341	LUCAS
Lucas0376	52624364	90.09999847	0.000197156	0	0	6	44.85164642	14.89416075	4.930166508	43.7175048	4.683641368	483.2908638	0.009691144	15.98942848	Lucas0376	WL_coniferous	Woodland	U120	U120	0-20	15	5	68	26	4.15	8.41	73.2	1	26.9	3.7	54	1.067405006	6	0.936474212	boreal	2	19.78378378	Summer	2424	3.858333396	6.849999959	21.07692233	917.7735869	21.20000076	-11.30000019	32.50000095	13.7833337	-3.0166667	15.55000035	-7.200000008	602	78	30	31.87344118	211	99	198	120	28.06.2018	4.929086208	-0.928851068	LUCAS
Lucas0377	29462254	1092.598389	0.376564783	0	186.3529412	7	25.73800468	19.98137379	10.41579226	53.38168797	4.606318853	460.4363611	0.010004246	19.44072338	Lucas0377	D20	Shrubland	U420	U420	0-20	50	8	42	50	4.74	5.74	67.6	1	5.9	3.5	84.8	0.792267059	9	0.485793456	mediterranean	Shrubland	19.31428571	Summer	1128	9.975000015	10.23333353	37.76137729	594.5032347	25.70000076	-1.399999976	27.10000074	4.066666727	17.66666683	17.66666683	3.250000065	947	134	26	45.16828324	368	102	107	352	03.07.2018	6.31424284	0.968299031	LUCAS
Lucas0378	32142066	725.5272217	3.990159074	90	0	7	4.461153507	24.15117073	13.46804348	33.59695655	0.540478705	172.2617623	0.003137543	6.407511118	Lucas0378	CL_annual	Cropland	U111	U111	0-20	44	25	30	45	8.09	13.63	5.2	37	5.7	0.7	228.5	1.409862447	4	0.07805883	atlantic	1	7.428571429	Summer	1946	12.92083329	12.4916666	39.40588736	678.291493	31.20000076	-0.5	31.70000076	8.949999789	21.68333324	21.73333327	5.26666673	388	49	11	36.39180727	134	51	52	108	03.07.2018	2.039687395	-0.236956149	LUCAS
Lucas0379	47443998	38.54336929	0.011606532	0	261.1764706	7	42.90013123	20.25817728	7.613029831	39.08303612	1.424556771	353.947567	0.004024768	10.59021922	Lucas0379	WL_coniferous	Woodland	U120	U120	0-20	8	17	18	65	5.15	8.63	38.8	0	26.5	2.7	115.5	0.94729288	7	0.805512569	continental	2	14.37037037	Summer	416	6.366666654	6.833333431	26.08142597	715.7587568	20.79999924	-5.400000095	26.19999933	14.68333324	0.650000058	15.5999999	-1.983333333	586	69	29	27.64485383	191	97	178	124	04.07.2018	3.772344351	-0.805735528	LUCAS
Lucas0380	52263450	186.2508087	1.393189742	0	169.4117647	7	126.7533493	19.09326267	7.693194214	43.0257986	0.693634424	105.9932432	0.006544138	6.329113924	Lucas0380	CL_annual	Cropland	U111	U111	0-20	38	15	47	37	5.95	22.3	14.2	1	41.6	1.5	89.9	1.172828084	6	2.433200433	boreal	1	9.466666667	Summer	2560	6.324999973	8.416666518	29.32636437	789.9640312	21.89999962	-6.800000191	28.69999981	15.94999981	-2.516666671	15.94999981	-3.366666655	590	83	27	32.88441596	216	94	216	104	08.07.2018	16.43493271	0.717028975	LUCAS
Lucas0381	53744506	90.36428833	0.022996663	0	210.3529412	6	53.50022125	13.77102685	3.673766632	45.83709536	1.375505255	295.9796551	0.004647297	17.94361526	Lucas0381	WL_coniferous	Woodland	U120	U120	0-20	8	3	49	47	4.65	4.66	28.8	1	10.4	1.5	28.5	0.711759763	9	1.143875276	mediterranean	2	19.2	Summer	2249	2.437500058	8.625000043	24.22752795	953.4438272	21.5	-14.10000038	35.60000038	12.60000006	-4.400000056	14.51666689	-9.216666698	668	83	35	30.61496159	227	107	221	141	29.06.2018	13.38986206	-0.02004393	LUCAS
Lucas0382	32342056	1020.374634	2.653506094	90	0	7	4.765842438	22.69361401	12.78482623	32.39587453	0.625551471	648.0001225	0.000965357	8.216635735	Lucas0382	CL_annual	Cropland	U111	U112	0-20	42	34	18	48	7.93	20.8	18.4	448	32.9	1.9	154.1	1.195749126	4	0.085572512	atlantic	1	9.684210526	Summer	2559	11.41666663	12.39999985	39.74358922	669.9977328	29.5	-1.700000048	31.20000005	7.566666737	20.13333305	20.16666667	3.916666662	455	57	14	35.69722826	156	60	62	126	03.07.2018	3.148511171	0.011208327	LUCAS
Lucas0383	43742350	1057.800659	15.94811812	25.84193276	138.3529412	7	47.86117172	19.9625845	11.93449623	63.76139711	7.032656664	1646.593998	0.004271033	24.09981578	Lucas0383	WL_broadleaved	Woodland	U120	U120	0-20	3	31	14	55	7	34.2	95.6	53	12.6	5.7	281.8	0.477791668	6	0.903678931	boreal	2	16.77192982	Summer	1601	9.341666718	7.80000031	31.20000035	643.2298981	23.20000076	-1.799999952	25.00000072	9.933333457	17.61666679	17.61666679	1.950000028	1305	160	63	25.92374859	432	239	239	294	03.07.2018	20.93101501	1.501951218	LUCAS
Lucas0384	32202034	752.8083496	6.195634458	90	0	7	3.14009738	24.34572029	13.88822586	31.11239674	0.427835052	150.4307382	0.002844067	7.527942143	Lucas0384	CL_annual	Cropland	U111	U112	0-20	15	1	39	60	7.69	235	5.1	193	6	0.8	175.3	1.117388163	4	0.05475731	atlantic	1	6.375	Summer	2387	13.06249999	12.45833319	39.05433553	690.5963351	31.60000038	-0.300000012	31.90000039	8.966666738	21.9666667	22.08333333	5.283333272	433	56	11	39.08562265	153	51	53	123	03.07.2018	2.938971043	-0.006885408	LUCAS
Lucas0385	45662242	382.3160706	11.76936788	5.126400082	105.8823529	7	49.3927803	24.17762375	13.83432775	63.04945875	0	724.5701483	0	8.020050125	Lucas0385	CL_annual	Cropland	U111	U111	0-20	8	43	18	39	7.95	20.13	22.7	118	6.1	2.3	408.9	1.281668742	1	0.863848077	alpine	1	9.869565217	Summer	1635	12.91666668	9.566666568	34.04507767	687.2386577	28.79999924	0.699999988	28.09999925	13.68333308	5.716666728	21.63333352	4.883333355	855	96	53	17.79477922	264	176	193	185	06.07.2018	15.39061546	0.782603264	LUCAS
Lucas0386	27481894	174.0109253	0.150306684	0	302.1176471	7	1.869292378	22.94358397	17.05282131	39.81931857	0.878078391	440.3347208	0.001994116	3.916013998	Lucas0386	WL_broadleaved	Woodland	U120	U120	0-20	19	9	69	22	6.1	8.02	14.7	1	8.2	1.3	78.2	1.260238062	9	0.033413883	mediterranean	2	11.30769231	Summer	1709	16.22500012	11.86666667	45.12040692	506.0340455	31.79999924	5.5	26.29999924	11.23333343	22.4666667	22.78333346	10.36666671	616	102	4	61.54329849	271	28	36	257	04.07.2018	2.029547215	-0.313214153	LUCAS
Lucas0387	54401670	1228.788574	0.398769604	7.252246865	132.7058824	7	68.15694427	19.70802927	14.43516817	43.56664838	1.322767075	448.5197898	0.002949183	5.306799337	Lucas0387	WL_coniferous	Woodland	U120	U120	0-20	9	16	37	47	6.24	5.98	19	1	34	1.6	62	1.011135303	9	1.293103636	mediterranean	2	11.875	Summer	1084	10.54583341	9.158333493	35.63553993	632.9528851	25.29999924	-0.400000006	25.69999924	4.816666752	18.5666666	18.5666666	3.300000037	842	133	19	61.05789055	370	62	62	364	08.07.2018	8.683441162	0.062208388	LUCAS
Lucas0388	29422254	1274.173706	3.424665716	12.57811866	12.70588235	7	26.83026123	19.67089605	10.41579226	53.38168797	1.765957447	437.7166344	0.004034476	31.59113463	Lucas0388	WL_coniferous	Woodland	U120	U120	0-20	48	10	30	60	4.53	8.59	78.3	63.28125023	7.1	4.6	63	0.835492146	9	0.509394433	mediterranean	2	17.02173913	Summer	898	9.166666712	9.600000131	36.3636364	597.663386	24.60000038	-1.799999952	26.40000033	3.349999968	16.95000013	16.95000013	2.500000004	1039	144	28	44.62461931	400	113	113	384	03.07.2018	8.498655319	1.22602725	LUCAS
Lucas0389	40262632	1074.323486	0.130672728	17.82423582	0	7	72.2359848	18.41709089	9.102239283	93.38784469	4.979570727	812.6287389	0.006127732	35.71072319	Lucas0389	WL_broadleaved	Woodland	U120	U120	0-10	47	27	14	59	7.31	30.8	99.5	295	18.4	7.2	126	0.828821527	7	1.404902213	continental	2	13.81944444	Summer	844	6.099999931	7.53333313	31.78621599	614.2290023	19.39999962	-4.300000191	23.69999981	-0.066666692	4.899999953	13.73333319	-1.150000016	1429	139	103	10.42809507	401	326	340	386	09.07.2018	13.79249954	-0.856392682	LUCAS
Lucas0390	34702666	17.28953552	1.51234338	90	0	7	40.91571426	22.11736298	12.93925024	60.88442953	0.466201821	192.4288205	0.002422723	13.73433584	Lucas0390	Other bare soil	Bareland	U111	U111	0-20	7	20	21	58	7.43	16.83	11.9	2	74.7	1.5	205.6	1.319271119	4	0.742338023	atlantic	Bareland	7.933333333	Summer	1406	12.36250001	8.758333405	39.09970253	522.111649	25	2.599999905	22.4000001	9.583333214	18.81666676	18.81666676	6.099999905	753	89	38	28.05348477	253	119	119	232	06.07.2018	8.981732368	0.794772863	LUCAS
Lucas0391	48282902	198.0250092	4.214209159	5.126400082	292.2352941	7	86.00382996	21.20600986	9.959913756	42.90388348	0.595633219	268.0250214	0.002222305	8.021452145	Lucas0391	CL_annual	Cropland	U111	U111	0-20	7	22	10	67	7.98	22.7	18.3	117	12.6	1.7	166.1	1.361344588	7	1.586610602	continental	1	10.76470588	Summer	2222	9.208333288	8.999999873	31.03448283	766.3189199	24.89999962	-4.099999905	28.99999952	18.49999984	1.150000012	18.49999984	-0.366666655	572	83	26	41.68322513	229	83	229	88	17.07.2018	5.104053974	-0.559208333	LUCAS
Lucas0392	33762252	489.7215576	0.839459545	90	0	7	62.99025726	21.44524097	12.59203549	62.51113169	0.824332713	275.6133526	0.002990903	19.66422872	Lucas0392	CL_annual	Cropland	U111	U111	0-20	17	37	17	45	8.12	17.09	19.1	177	22.4	2.4	245.6	1.384239044	4	1.156946983	atlantic	1	7.958333333	Summer	2196	12.0416667	9.283333391	35.43257126	567.0851898	27.29999924	1.100000024	26.19999921	9.766666571	19.61666679	19.61666679	5.549999853	764	83	35	25.80316908	228	120	120	214	15.07.2018	7.609560966	0.08703012	LUCAS
Lucas0393	31602148	957.7998657	2.45870816	90	0	7	12.65268707	22.37347555	11.48726564	37.23143608	0	724.3336836	0	4.194630872	Lucas0393	CL_annual	Cropland	U111	U111	0-20	41	31	16	53	7.81	20.3	23.5	247	29.4	2.5	412.2	1.051541917	4	0.228497253	atlantic	1	9.4	Summer	1172	11.23333341	11.41666671	38.4399552	659.8840727	28.5	-1.200000048	29.70000005	7.349999875	19.68333356	19.76666705	3.699999993	424	50	15	31.62870421	135	60	70	119	15.07.2018	3.184994936	0.036331985	LUCAS
Lucas0394	45762134	694.2702026	7.308626387	10.2630959	249.8823529	7	56.65912247	22.31294823	11.27896289	61.71683904	1.32618862	362.8042349	0.003655384	14.80743692	Lucas0394	GL_managed	Grassland	U111	U111	0-20	9	13	52	36	7.6	16.75	15.5	20	3.1	1.9	80.9	1.228616841	1	1.024337416	alpine	3	8.157894737	Summer	1619	11.44166674	8.550000002	33.01158399	644.7967734	25.79999924	-0.100000001	25.89999924	12.41666683	4.583333373	19.58333333	3.949999988	795	99	41	25.10826513	266	137	199	151	18.07.2018	9.9818964	0.055116054	LUCAS
Lucas0395	48002880	195.9515533	1.328961853	0	122.8235294	7	70.85999298	22.40622139	10.44111031	41.71643388	0	147.9062104	0	7.471938348	Lucas0395	CL_annual	Cropland	U111	U111	0-20	5	16	59	25	6.34	11.16	15.7	1	12.1	1.4	307.6	1.515117432	7	1.278917623	continental	1	11.21428571	Summer	3036	9.845833249	8.841666544	30.07369661	781.8464596	25.79999924	-3.599999905	29.39999914	17.94999981	1.75000001	19.36666632	0.066666663	528	75	26	39.35507018	206	81	206	83	17.07.2018	6.121324539	-0.324321389	LUCAS
Lucas0397	41902558	264.792572	1.784438229	0	132.7058824	7	55.25944138	22.52805901	4.71058129	101.9474054	1.994279176	478.5531401	0.00416731	13.32231405	Lucas0397	WL_broadleaved	Woodland	U420	U120	0-20	3	5	70	25	5.69	31.9	32	1	17.4	3	82.4	0.726934745	1	0.995162488	alpine	2	10.66666667	Summer	2897	10.96249993	10.55833317	35.67004546	712.5948779	26.79999924	-2.799999952	29.59999919	14.4666667	2.216666619	19.81666644	2.216666619	1114	131	59	25.14914317	353	187	339	187	17.07.2018	16.68904686	-0.65163064	LUCAS
Lucas0398	46861592	156.6336975	2.046876132	0	163.7647059	7	0.588832676	26.15063286	17.46651509	36.44630643	0.475009538	221.8188986	0.00214143	13.19754926	Lucas0398	CL_annual	Cropland	U111	U111	0-20	14	35	37	28	8.27	20.2	16.1	85	0.8	1.4	602.5	1.326912729	1	0.009954799	alpine	1	11.5	Summer	1236	17.1625	8.824999928	37.55319195	551.0655979	30.39999962	6.900000095	23.49999952	15.43333324	23.88333321	24.23333327	11.08333325	418	68	2	65.89865235	194	16	40	129	10.07.2018	2.131261587	-0.115893595	LUCAS
Lucas0399	41342812	183.2461548	1.806037486	0	110.1176471	7	30.03876686	22.70831966	11.51414148	65.01069199	0.324679943	387.3333333	0.000838244	6.407056083	Lucas0399	CL_permanent	Cropland	U111	U111	0-10	8	24	13	63	6.96	8.99	22.2	1	32.2	2.2	425.2	1.179442831	4	0.539215095	atlantic	1	10.09090909	Summer	2508	10.28750006	8.775000107	33.74999995	660.9192211	25.10000038	-0.899999976	26.00000036	16.96666686	3.549999992	18.56666692	2.316666738	717	82	43	21.10506101	231	134	211	150	16.07.2018	6.705012321	-0.410026252	LUCAS
Lucas0400	46383708	114.760025	0.002682068	0	62.11764706	7	59.70767212	19.29431725	8.071127841	46.51256541	3.768962076	306.6388889	0.012291207	32.41146712	Lucas0400	WL_coniferous	Woodland	U120	U120	0-20	21	20.05210918	39.89454094	39.80887097	4.1	21.1	319.8	0	36.6	12.7	130.5	0.087514642	7	1.141762151	continental	2	25.18110236	Summer	822	6.745833348	7.924999971	31.20078834	657.7352968	21.29999924	-4.099999905	25.39999914	7.149999946	1.533333393	15.2166667	-0.833333333	682	71	39	19.83625672	206	127	185	160	11.07.2018	2.444899559	-1.012687802	LUCAS
Lucas0401	54581630	166.8261414	1.063931452	0	145.4117647	7	18.83293152	27.15572357	15.88367588	38.63270408	0	164.6918125	0	8.895100296	Lucas0401	D10	Shrubland	U420	U420	0-20	14	41	22	37	6.98	6.96	11	1	2.1	1.1	534.9	0.938470735	9	0.313069653	mediterranean	Shrubland	10	Summer	1771	17.14166657	8.96666654	35.3018373	623.1840305	31.39999962	6	25.39999962	11.5666666	25.08333333	25.08333333	10.13333321	584	107	6	76.64642164	293	21	21	270	09.07.2018	2.948846817	-0.422326267	LUCAS
Lucas0402	30662118	805.9138794	0.844267752	90	0	7	8.752397537	21.96605301	12.68360795	31.71825038	0	228.5833631	0	6.493072943	Lucas0402	CL_annual	Cropland	U120	U120	0-20	26	24	60	16	7.16	7.19	5.7	1	19.3	0.7	217	1.416638156	9	0.159232782	mediterranean	1	8.142857143	Summer	3232	11.92499991	11.90000002	39.93288596	633.7388989	29.5	-0.300000012	29.80000001	8.216666549	20.0333333	20.08333317	4.716666728	386	45	14	31.9301344	124	60	64	107	16.07.2018	2.148115635	-0.287411839	LUCAS
Lucas0403	32682126	960.5668945	7.691384157	90	0	7	19.76773834	22.05505514	11.69436952	35.08846193	0	200.7661267	0	3.025793651	Lucas0403	CL_annual	Cropland	U111	U111	0-20	24	18	33	49	8	13.83	6.8	326	18.5	0.9	206.9	1.286783288	4	0.35905401	atlantic	1	7.555555556	Summer	1951	11.05833334	12.36666683	40.54644958	649.4677217	28.79999924	-1.700000048	30.49999928	12.78333326	19.43333324	19.44999997	3.716666803	432	49	19	25.56227382	132	70	80	115	15.07.2018	4.125601768	0.297782749	LUCAS
Lucas0404	37362918	78.56304932	1.425698459	90	0	7	35.50601959	21.47008753	11.57234679	52.45053743	0.841848234	366.3079138	0.002298198	11.73740053	Lucas0404	CL_annual	Cropland	U111	U111	0-20	12	17	42	41	7.79	10.79	11.7	4	13.8	1.5	190.2	0.921573842	7	0.651844365	continental	1	7.8	Summer	1670	10.62916673	8.108333339	35.25362321	548.9016303	24	1	23	7.566666683	6.816666623	17.5	4.116666655	637	62	44	10.62046821	177	143	151	162	09.07.2018	5.673978806	-0.007819537	LUCAS
Lucas0405	34862944	69.18887329	1.361103335	90	0	5	51.296978	13.71698999	12.14605452	61.84655601	1.146197754	668.0448045	0.00171575	9.468244707	Lucas0405	GL_managed	Grassland	U111	U111	0-20	6	24	20	56	6.94	13.96	42.9	5	12.5	4.5	74.8	1.092443305	4	1.098036881	atlantic	3	9.533333333	Spring	1040	11.26249996	6.87500002	36.56915053	445.6564335	21.79999924	3	18.79999924	9.299999952	16.76666657	16.86666648	6.083333294	794	95	44	26.52566314	268	137	155	239	15.05.2018	15.47405434	-0.025578354	LUCAS
Lucas0406	38343016	87.57388306	2.417220632	0	14.11764706	7	34.95101929	20.73025942	10.92558765	55.32964767	0	232.4941272	0	4.713860404	Lucas0406	CL_annual	Cropland	U111	U111	0-20	60	27	9	64	7.27	13.51	12	2	43.8	1.2	215.7	1.358854909	4	0.650490425	atlantic	1	10	Summer	1429	9.833333307	7.983333401	35.01461961	544.7031492	23.10000038	0.300000012	22.80000037	6.816666464	5.98333324	16.61666663	3.36666669	699	66	47	10.72578336	193	153	176	168	10.07.2018	4.111265659	-0.628486156	LUCAS
Lucas0407	54361648	426.5944824	4.158911718	8.88512427	129.8823529	7	31.78411102	25.57971954	15.2024122	42.07540372	0	483.08473	0	4.51741957	Lucas0407	D10	Shrubland	U420	U420	0-20	19	17	52	31	7.25	9.52	19.2	3	3	2	95.5	0.976282553	9	0.54257875	mediterranean	Shrubland	9.6	Summer	769	15.12916669	10.05833354	37.39157435	641.1334427	30.5	3.599999905	26.9000001	9.316666683	23.35000006	23.35000006	7.933333278	692	121	10	70.25890927	332	36	36	310	08.07.2018	7.153633595	0.106911324	LUCAS
Lucas0408	28522106	1247.562866	0.105695037	0	77.64705882	7	17.38476944	18.64841509	14.17637674	79.47612823	2.717001056	662.1068638	0.004103569	21.54101077	Lucas0408	WL_broadleaved	Woodland	U120	U120	0-20	12	11	44	45	4.53	17.68	78.2	63.28125023	20.9	5.8	63.5	0.810870353	9	0.336598314	mediterranean	2	13.48275862	Summer	1418	9.924999913	7.449999809	33.25892882	553.1747191	23.29999924	0.899999976	22.39999926	4.816666702	17.33333333	17.33333333	4.016666651	1441	222	17	56.70079295	604	97	97	586	09.07.2018	5.009190083	1.004420519	LUCAS
Lucas0409	35062950	77.23787689	2.15958233	90	0	5	53.13061523	13.50539207	11.83961497	63.52140427	0.981641659	517.0370109	0.001898591	7.404380517	Lucas0409	GL_managed	Grassland	U111	U111	0-10	8	18	22	60	5.67	9.47	38.1	1	51	3.9	112.9	1.110970863	9	1.142461398	mediterranean	3	9.769230769	Spring	1106	10.96666669	7.100000163	37.36842097	446.3301543	21.60000038	2.599999905	19.00000048	8.966666579	16.5	16.55000003	5.766666691	811	94	45	24.86488939	269	141	160	239	15.05.2018	13.3537035	0.036811683	LUCAS
Lucas0410	38922830	158.8553772	0.695499579	90	0	7	34.5413208	22.55619192	11.43695184	54.15883697	0.439929329	457.6829211	0.00096121	6.969099277	Lucas0410	CL_annual	Cropland	U111	U111	0-20	23	32	20	48	7.82	19.26	13.9	777	24.4	2.1	150.6	1.144527773	7	0.621736653	continental	1	6.619047619	Summer	2013	10.44583333	9.725000046	37.69379918	600.9328172	25.39999962	-0.400000006	25.79999962	17.61666632	6.40000013	18.04999987	3.300000047	708	66	48	9.692233692	189	151	186	179	10.07.2018	3.840594053	-0.579143226	LUCAS
Lucas0412	47164540	379.9614868	2.491243768	0	190.5882353	7	77.86264038	17.77124166	2.354644402	44.84286268	23.81635581	2787.466284	0.008544087	88.36199699	Lucas0412	WL_coniferous	Woodland	U420	U420	0-20	1	20.05210918	39.89454094	39.80887097	3.93	10.8	456.4	0	39	11	306.3	1.067405006	7	1.533597325	continental	2	41.49090909	Summer	1029	1.362499947	8.491666555	26.53645799	848.2070004	18.89999962	-13.10000038	32	12.30000003	-4.566666712	12.30000003	-8.633333445	675	93	33	32.50056357	239	108	239	132	24.07.2018	14.58191872	0.065903157	LUCAS
Lucas0413	30922224	754.538208	1.009054303	90	0	7	21.82697105	22.34541607	11.64486057	32.13679113	0.859375	336.65625	0.002552678	11.33366717	Lucas0413	CL_annual	Cropland	U111	U111	0-20	5	28	35	37	7.81	20.4	8.5	6	23.8	1.4	346.5	1.246038774	9	0.394377215	mediterranean	1	6.071428571	Summer	2286	11.95833329	11.59999999	39.59044261	627.6754889	29.20000076	-0.100000001	29.30000076	8.299999952	20.05000003	20.05000003	4.783333335	446	53	16	33.90197032	147	57	57	130	23.07.2018	3.52493906	0.473975927	LUCAS
Lucas0414	41722878	161.0090485	1.015968766	0	360	7	25.77075768	22.13181543	10.79981187	59.55620153	0.791490922	174.097561	0.004546249	9.463722397	Lucas0414	Other bare soil	Bareland	U111	U111	0-20	13	10	57	33	6.66	20.51	13.4	1	72.6	1.4	350.7	1.328564801	1	0.467438946	alpine	Bareland	9.571428571	Summer	2636	9.900000046	8.850000004	34.57031248	650.2062588	24.5	-1.100000024	25.60000002	16.51666673	5.783333381	18.0333333	2.049999992	783	83	54	15.54223972	231	164	207	182	10.07.2018	7.421986103	0.077269286	LUCAS
Lucas0415	35582196	1270.635864	9.16799487	90	0	7	95.4418335	20.4801178	8.722150828	55.90798147	5.955478712	1655.730711	0.003596888	21.61612739	Lucas0415	WL_coniferous	Woodland	U420	U420	0-20	35	26	25	49	7.62	18.18	72.3	148	6.9	4.6	253.5	0.912675813	7	1.784622724	continental	2	15.7173913	Summer	1957	9.079166705	10.69166689	38.45923349	613.1307864	25	-2.799999952	27.79999995	6.100000064	2.866666665	17.1500001	2.233333429	992	106	59	17.99215955	285	208	223	227	15.07.2018	15.17175198	0.217659414	LUCAS
Lucas0416	34242272	1399.160034	2.400975593	90	0	7	92.48452759	17.86109829	10.7092377	84.58019879	2.412289807	640.1413051	0.003768371	19.17785235	Lucas0416	GL_managed	Grassland	U111	U111	0-20	21	33	12	55	6.05	12.34	60.5	1	9.5	6	202.4	0.668216564	4	1.818374567	atlantic	3	10.08333333	Summer	2115	7.783333344	8.999999836	36.58536568	554.052559	22.39999962	-2.200000048	24.59999967	2.633333375	15.09999983	15.09999983	1.666666617	1107	115	55	21.35062105	331	193	193	312	22.07.2018	23.01338196	0.792831779	LUCAS
Lucas0417	41622476	231.3309174	7.560957564	5.126400082	193.4117647	7	38.4760437	24.08571815	12.91152266	67.73780602	1.081041968	247.9990352	0.004359057	18.3628692	Lucas0417	GL_managed	Grassland	U111	U111	0-20	4	15	21	64	5.93	8.63	12.3	0	18.9	1.7	36.7	0.986906369	7	0.674004724	continental	3	7.235294118	Summer	1946	11.64166671	9.433333288	32.19567759	732.6348303	26.79999924	-2.5	29.29999924	15.2166667	2.566666603	20.61666679	2.566666603	789	112	37	32.87279458	279	122	210	122	11.07.2018	9.132932663	-0.114794403	LUCAS
Lucas0418	40322908	286.587738	1.121242391	5.126400082	321.8823529	7	29.65604782	21.73561478	11.0084751	61.74302673	0.340378549	403.9507886	0.000842624	9.955972163	Lucas0418	CL_annual	Cropland	U111	U111	0-20	9	42	28	30	7.77	20.62	28	224	15.3	2.7	274.1	0.938906739	7	0.54180533	continental	1	10.37037037	Summer	2007	9.654166693	8.258333375	33.03333397	627.7718866	23.89999962	-1.100000024	24.99999964	5.850000034	5.549999982	17.56666676	2.183333298	823	87	54	12.68433557	236	186	195	228	10.07.2018	9.115467072	-0.222328618	LUCAS
Lucas0419	39023026	232.170105	0.642031444	5.126400082	151.0588235	7	41.83875656	20.49064302	10.61686968	62.12881952	1.138322884	136.978187	0.008310249	14.03065521	Lucas0419	WL_broadleaved	Woodland	U120	U120	0-20	9	20	15	65	4.28	9.11	26	3	16	2.3	67.9	1.113326602	7	0.782169632	continental	2	11.30434783	Summer	1180	9.283333295	8.083333266	35.29839968	550.6992759	22.29999924	-0.600000024	22.89999926	3.716666693	5.316666583	16.19999997	2.733333404	845	81	60	10.40084474	236	194	209	216	23.07.2018	2.957036734	-0.737963974	LUCAS
Lucas0420	27742232	155.3573608	1.423372914	8.88512427	139.7647059	7	18.97355843	19.33116007	15.05671516	91.75062159	1.879000781	163.7322404	0.011476059	14.12770236	Lucas0420	WL_broadleaved	Woodland	U120	U120	0-20	14	9	60	32	4.93	5.17	68.4	0	5.6	3.4	43.9	0.661106422	4	0.362567128	atlantic	2	20.11764706	Summer	2716	13.97916651	8.774999936	46.67553229	378.132113	23.89999962	5.099999905	18.79999971	9.499999921	18.53333298	18.64999978	9.499999921	1487	221	23	54.25883359	614	108	129	614	12.07.2018	6.617614269	0.749674439	LUCAS
Lucas0421	50424512	200.0899963	0.013752242	0	0	7	50.98368073	19.15538979	3.501835779	43.90224266	3.809553479	557.8726203	0.006828716	18.4174856	Lucas0421	WL_coniferous	Woodland	U120	U120	0-20	14	6	66	28	4.4	5.36	47.8	1	9.5	1.8	67.5	0.637552798	7	0.977534267	continental	2	26.55555556	Summer	1576	2.420833257	8.558333278	25.32051251	880.2000138	21	-12.80000019	33.80000019	11.84999983	-4.049999952	13.74999968	-8.050000032	610	79	28	33.9166295	222	96	220	110	18.07.2018	10.42790699	-0.321059525	LUCAS
